id,keyword,location,text,target,text_length,word_count,clean_text,clean_text_length,clean_word_count
2890,curfew,State of Mind,when i'm 1 minute past my curfew and nowhere near home https://t.co/pvmTH6NTun,0,78,12,minute past curfew nowhere near home,36,6
2891,curfew,"Ireland, Scotland",#KashmirBleeds #KashmirTheLandOfPain #KashmirStillUnderCurfew Kashmir has been under curfew since 5th August 2019. No…,1,118,13,kashmirbleeds kashmirthelandofpain kashmirstillundercurfew kashmir curfew since august,86,7
2892,curfew,,Came home drunk and past curfew and fell completely over a baby gate. Broke 3 toes🤦🏼‍♀️ https://t.co/vgK8EsjJlH,0,111,17,came home drunk past curfew fell completely baby gate broke toe,63,11
2893,curfew,,9-Put curfew if required.,0,25,4,put curfew required,19,3
2894,curfew,,Talk about the situation in #Kashmir. The curfew has been on since over 150 days. Germany as a very dem… https://t.co/5ICNKtZ5z9,1,128,21,talk situation kashmir curfew since day germany dem,51,8
2895,curfew,"Karachi, Pakistan",163th day of curfew and lockdown in occupied Kashmir #KashmirBleeds #KashmirStillUnderCurfew #KashmirWantsFreedom https://t.co/rXaaJjqs3S,1,137,13,day curfew lockdown occupied kashmir kashmirbleeds kashmirstillundercurfew kashmirwantsfreedom,94,8
2896,curfew,,😁😁😁😁 curfew is relaxed in majority of the places and communicat… https://t.co/XL4m8OtWZA,0,88,12,curfew relaxed majority place communicat,40,5
2897,curfew,ur meme provider,my 7pm curfew and strict parents https://t.co/r4EDJ8XY6Y,0,56,7,curfew strict parent,20,3
2898,curfew,South Africa,"Nigerian Navy imposes curfew in Ondo over killing of personnel, missing arms https://t.co/Z0LlQ9osc2 https://t.co/wy5PLl5qRN",1,124,14,nigerian navy imposes curfew ondo killing personnel missing arm,63,9
2899,curfew,Islamabad,Hahaha Kashmir and Indian investment. Tht is clear from curfew… https://t.co/DPaajpzmbW,0,87,11,hahaha kashmir indian investment tht clear curfew,49,7
2900,cyclone,,Scooter the purple fox ran through The Dark Forest to stop The Cyclone from destroying the city!,0,96,17,scooter purple fox ran dark forest stop cyclone destroying city,63,10
2901,cyclone,"Gold Coast, Queensland",I have a question for and other climate change deniers. If the Bureau of Meteorology tells you that a…,0,102,19,question climate change denier bureau meteorology tell,54,7
2902,cyclone,INDIA,Hi! I understand how inconvenient this could be! Please DM the respective airtel number along with… https://t.co/jqNk7I3PZa,0,123,17,understand inconvenient could please respective airtel number along,67,8
2903,cyclone,,Category 3 Severe Tropical Cyclone #Claudia at sunrise satellite view from #CycloneClaudia https://t.co/nOChmO4…,1,112,13,category severe tropical cyclone claudia sunrise satellite view cycloneclaudia,78,9
2904,cyclone,19 🇵🇪,"""Though they’re unfailingly polite and attentive in interviews, there’s a certain amount of contained chaos when they’re all t…",0,127,19,though unfailingly polite attentive interview certain amount contained chaos,76,9
2905,cyclone,MuMBai..,Since morning there is No Service indication from morning. And even there are serve… https://t.co/6KYRx3CoyE,0,108,15,since morning service indication morning even serve,51,7
2906,cyclone,Darug country,"Yep, not just in bushfire prone areas either https://t.co/K4lbCFavdY",0,68,9,yep not bushfire prone area either,34,6
2907,cyclone,,Woof x,0,6,2,woof,4,1
2908,cyclone,"Rockhampton, Queensland","The Monsoon Trough 🌧️ has moved over the Coral Sea, with #Fiji keeping an eye on a Tropical Low near #Vanuatu which may develo…",0,127,24,monsoon trough moved coral sea fiji keeping eye tropical low near vanuatu may develo,84,14
2909,cyclone,Afrika Tshipembe 🇿🇦,Early 2019 Mozambican Disasters Management and international reinsures used drones to assess the damages c… https://t.co/cJ5guq6epq,0,131,16,early mozambican disaster management international reinsures used drone assess damage,85,10
2910,cyclone,"Queensland, Australia","The Monsoon Trough 🌧️ has moved over the Coral Sea, with #Fiji keeping an eye on a Tropical Low near #Vanuatu which… https://t.co/09wRBPStyq",0,140,23,monsoon trough moved coral sea fiji keeping eye tropical low near vanuatu,73,12
2911,cyclone,Global,"In Tokyo: Yeti, Super SJT, and ASTERISM (Japan) at Shibuya Cyclone (February 5, 2020) https://t.co/L2qneRrtz1",0,109,15,tokyo yeti super sjt asterism japan shibuya cyclone february,60,9
2912,cyclone,北海道,Horizontal cyclone!? https://t.co/7RVsiEO8wE,0,44,3,horizontal cyclone,18,2
2913,cyclone,"Porirua City, New Zealand",So theres a soon to be tropical cyclone on its way to Fiji....bruuuh🙃,0,69,13,there soon tropical cyclone way fiji bruuuh,43,7
2914,cyclone,Fiji,Warnings are being issued in Fiji and Tonga with fears both islands are in line to be directly hit by a tropical cy… https://t.co/hPpQN1GhKU,1,140,24,warning issued fiji tonga fear island line directly hit tropical,64,10
2915,cyclone,,"A cyclone is weather, not the climate.",0,38,7,cyclone weather not climate,27,4
2916,cyclone,,"Swiftly disbursing approx ₹30,000 crore due to be paid to West Bengal, ₹7,000 Crore grant for Cyclone Bulbul, the Iron Br…",0,122,21,swiftly disbursing approx crore due paid west bengal crore grant cyclone bulbul iron,84,13
2917,cyclone,,Alvin the lavender fox swam through Rowdy River to stop The Cyclone from destroying the city!,0,93,16,alvin lavender fox swam rowdy river stop cyclone destroying city,64,10
2918,cyclone,Sydney,Please can all the usual suspects ignore the next cyclone alert &amp; take a tinnie out far offshore to prove BoM wrong https://t.…,0,131,23,please usual suspect ignore next cyclone alert take tinnie far offshore prove bom wrong,87,14
2919,cyclone,"Oklahoma, USA",I used to lean on a cyclone fence and watch . My overwhelming summary of him....t…,0,82,16,used lean cyclone fence watch overwhelming summary,50,7
2920,cyclone,,"Wupy, the Crimson Inventor - Super Mega Death Cyclone",0,53,9,wupy crimson inventor super mega death cyclone,46,7
2921,cyclone,,A pretty spectacular animation of a rapidly intensifying extra-tropical cyclone #Brendan over the North Atlantic today…,1,119,16,pretty spectacular animation rapidly intensifying extra tropical cyclone brendan north atlantic today,101,12
2922,cyclone,,High-definition satellite image 3.30 PM (Severe Tropical Cyclone Claudia) https://t.co/tcVB0HbuZA …,0,99,11,high definition satellite image severe tropical cyclone claudia,63,8
2923,damage,,Highest classification 😉 https://t.co/JCglqX7WJZ,0,48,4,highest classification,22,2
2924,damage,,"Dumbing down is a trend, as is ordinary people taken in by the cult of celebrity, which is simply to exploit t… https://t.co/qlo5Un7QiB",0,135,23,dumbing trend ordinary people taken cult celebrity simply exploit,65,9
2925,damage,,Puerto Rico should not be treated any differently than if this happened anywhere else in America — it's wrong. We should be s…,0,126,23,puerto rico not treated differently happened anywhere else america wrong,72,10
2926,damage,"California, USA, Earth","As the effects of #climatechange grow increasingly evident across the world, officials are signaling fres…",0,106,15,effect climatechange grow increasingly evident across world official signaling fres,83,10
2927,damage,Mamou,Sony officially skipping E3 2020. What’s the best damage control you’ve heard today? Post below! #E32020 #e3 #xbox #son…,0,120,19,sony officially skipping best damage control heard today post xbox son,70,11
2928,damage,,"During pregnancy if the mother suffers organ damage, the baby in the womb sends stem cells to repair the damaged organ.",0,119,21,pregnancy mother suffers organ damage baby womb sends stem cell repair damaged organ,84,13
2929,damage,,#StormBrendan Another clip from Saltcoats around 1330 (high tide). We've switched the power to overhead lines off temp…,1,119,18,stormbrendan another clip saltcoats around high tide switched power overhead line temp,86,12
2930,damage,"Belfast, Northern Ireland",Graffiti and damage around CS Lewis Sq. Some folk need to wise up. I’ve reported to and hopefully cleaned so…,0,109,20,graffiti damage around lewis folk need wise reported hopefully cleaned,70,10
2931,damage,Gay Heaven,LOOK: The extreme damage of ash fall in Pulo island in Batangas burying some houses in the area. This is a residential sit…,1,123,23,look extreme damage ash fall pulo island batangas burying house area residential sit,84,13
2932,damage,Forever behind Jeremy Corbyn 💔,Coup MPs want us 2 Unite? Huh! After the damage Coup MPs caused? Coup MPs made no effort whatsoever 2 unite. Coup MPs playe…,0,124,24,coup mp want unite huh damage coup mp caused coup mp made effort whatsoever unite coup mp playe,95,18
2933,damage,2019Finalist @theTECAs awards,I’d suggest ‘Cyber Crime’ and ‘Fraud’ is now a national emergency within the UK.…,0,81,14,suggest cyber crime fraud national emergency within,51,7
2934,damage,"Sydney, New South Wales🇦🇺","…The collateral damage of this irresponsible, dangerous, ill-conceived behavior? 63 Canadians needlessly lost their liv…",1,120,15,collateral damage irresponsible dangerous ill conceived behavior canadian needlessly lost liv,93,11
2935,damage,"Queensland, Australia","When whales were almost extinct, whaling co’s were willing to kill last whales to maximise return on their investme… https://t.co/5cMMOzpl5s",0,140,20,whale almost extinct whaling willing kill last whale maximise return investme,77,11
2936,damage,Hatimu♥️,"after all shit x1 has to go through, the real criminals out there plead not guilty???? ok damage has done, x1 has disbanded…",0,124,23,shit real criminal plead not guilty damage done disbanded,57,9
2937,damage,,"Indonesia: Jakarta’s flood costs will increase by up to 400% by 2050, research shows - In a recently published study, my…",0,121,21,indonesia jakarta flood cost increase research show recently published study,76,10
2938,damage,191214 | 180303,sehun and chanyeol both posting pictures in the same day pls I love their method of damage control MWAH,0,103,19,sehun chanyeol posting picture day pls love method damage control mwah,70,11
2939,damage,"Durban, South Africa",I spent all day between doctor's offices. I had the worst coughing fit last night (scared me) I now have medications c…,0,119,22,spent day doctor office worst coughing fit last night scared medication,71,11
2940,damage,Oakham,"⬆ CORRECTION: The report of criminal damage was on the A6006, heading towards Melton, not the A6006 towards Oakham. ⬆",1,117,20,correction report criminal damage heading towards melton not towards oakham,75,10
2941,damage,Oakham,"Do you recognise these men? Police would like to speak to them following a report of criminal damage on the A6006, headi…",0,121,22,recognise men police would like speak following report criminal damage headi,76,11
2942,damage,,"you said you would bring them justice but NO, the damage had already been done and its painful to think how much pain the…",0,122,24,said would bring justice damage already done painful think much pain,68,11
2943,damage,,The Israel Air Force has admitted its mistake for not moving all fighter jets from hangars ahead of intense rainfall last w…,0,124,22,israel air force admitted mistake not moving fighter jet hangar ahead intense rainfall last,91,14
2944,damage,,"this iteration of joker literally has brain damage from being beat in the head when he was 3, additionally from being abu…",0,122,22,iteration joker literally brain damage beat head additionally abu,65,9
2945,damage,,Residents of Conjola Park in NSW return to survey the damage after bushfire. #abc730 #AustralianBushfiresDisaster…,0,114,15,resident conjola park nsw return survey damage bushfire abc australianbushfiresdisaster,87,10
2946,damage,"Elmswell, England",Let’s try this Realm Royals with my man . Let’s see what damage we can cause! https://t.co/FUreyYRnad …,0,103,18,let try realm royal man let see damage cause,44,9
2947,damage,"Los Angeles, CA",Brain Damage has Entered the Chat... https://t.co/DzP0LKXcny,0,60,7,brain damage entered chat,25,4
2948,damage,Bangalore,"Do whatever u want we #bycottdeepika #bycottchhapaak ,u can't do damage control s… https://t.co/pZXsZJS1mn",0,106,14,whatever want bycottdeepika bycottchhapaak not damage control,61,7
2949,damage,"London, United Kingdom","2/2 and also, 14.1: ""You must justify the trust that other people place in you by acting with honesty and integrity…",0,116,21,also must justify trust people place acting honesty integrity,61,9
2950,damage,"Mumbai, India",Yes u are right but #Salmamkhan has done lot of damage controll by making them understand that this unscripted show sends a…,0,124,22,yes right salmamkhan done lot damage controll making understand unscripted show sends,85,12
2951,damage,UK,‼️EMERGENCY CLOSURE‼️ Moray College UHI is fully CLOSED to all staff and students on Tuesday 14th January due to storm d…,1,121,21,emergency closure moray college uhi fully closed staff student tuesday january due storm,88,13
2952,damage,"Fort Lauderdale, FL",everyone who doubted seungwoo’s genuineness are as trash as those adults who brought so much damage to X1 #JusticeForX1,0,119,19,everyone doubted seungwoo genuineness trash adult brought much damage justiceforx,81,10
2953,damage,i was over there on the bench,Have spent the last couple of days in the tiny communities devastated by the megablaze on the NSW/Vic border. The damage…,0,121,21,spent last couple day tiny community devastated megablaze nsw vic border damage,79,12
2954,damage,भारत,Pakistan’s ISI can ask for nothing more than the darkness that BJP has blighted &amp; divided India with. The Uncles have do…,0,125,22,pakistan isi ask nothing darkness bjp blighted divided india uncle,66,10
2955,damage,Boomer.co,Oop guess I died to fall damage https://t.co/M7uoMxXdUs,0,55,8,oop guess died fall damage,26,5
2956,damage,,"Pitch not at its best, but India will still have to get 320 atleast, because dew will make it very difficult for ou… https://t.co/wruhCLyaF6",0,140,24,pitch not best india still get atleast dew make difficult,57,10
2957,damage,,Pro-Amnesty Southern Baptist Convention Is in Damage Control After Pushing Open Borders and Its Ties To Soros Are Exposed h…,0,124,20,pro amnesty southern baptist convention damage control pushing open border tie soros exposed,92,13
2958,damage,"Aylesbury, UK",Open your wallets to pay the 'Brexit Dividend' - Research by Bloomberg Economics estimates that the economic cost of…,0,117,19,open wallet pay brexit dividend research bloomberg economics estimate economic cost,83,11
2959,damage,"Brussels, Belgium",The EU 🇪🇺activates Copernicus 🛰 service for the production of free maps to contribute to damage assessment resulting from 🌋…,0,124,20,activates copernicus service production free map contribute damage assessment resulting,87,10
2960,damage,"North Wales, UK","“The threats that we now face are from states who behave like terrorists, terrorists who behave like states, and indiv…",0,119,20,threat face state behave like terrorist terrorist behave like state indiv,73,11
2961,damage,Where Knowledge Exists,China will do serious damage but can't overrun America Both sides have ec… https://t.co/Ad1trxpDiu,0,98,14,china serious damage not overrun america side,45,7
2962,damage,Cornwall,Get on with it and repair the damage you the Conservatives have done over the last nine years. The NH… https://t.co/T23zCJSrru,0,126,21,get repair damage conservative done last nine year,50,8
2963,damage,"Melbourne, Australia","And that's the reason for the climate change push, if the population new the reason wa… https://t.co/gJLeibS1kv",0,111,17,reason climate change push population new reason,48,7
2964,damage,07.07.18 ｡･:*:･ﾟ☆,sehun and chanyeol both posting pictures in the same day pls I love their method of damage control MWAH,0,103,19,sehun chanyeol posting picture day pls love method damage control mwah,70,11
2965,damage,,"if they choose not to leave EU at all, it caused irreparable damage to public trust",0,83,16,choose not leave caused irreparable damage public trust,55,8
2966,damage,Vermor,"since the damage has been done, there’s nothing we can do about it. However, we urge you to fix your mistakes and fulfil yo…",0,124,24,since damage done nothing however urge fix mistake fulfil,57,9
2967,damage,,93-year-old white man shoots a black apartment manager in both legs over water damage in unit.🤬🤬🤬 https://t.co/02HMEBw8Dv…,1,122,17,year old white man shoot black apartment manager leg water damage unit,70,12
2968,damage,"Ontario, CA",Damage after another 6.0 earthquake hit Puerto Rico this morning. Severe seismic activity has not stopped since December 28.…,1,125,19,damage another earthquake hit puerto rico morning severe seismic activity not stopped since december,100,14
2969,damage,Lahore,A few ways to optimise your damage when closer to the wall https://t.co/ngUHBNJrvE,0,82,13,way optimise damage closer wall,31,5
2970,damage,USA,"Top-Secret UFO Files Could 'Gravely Damage' US National Security if Released, Navy Says https://t.co/mnpDg0vm3m",0,111,14,top secret ufo file could gravely damage national security released navy say,76,12
2971,damage,"Bangkok, Thailand",Nope! First he spoke what he thin… https://t.co/mPirnwMu2l,0,58,8,nope first spoke thin,21,4
2972,damage,Nha Trang Vietnam,They are trying to push narrative that they are going to damage monarchy so M… https://t.co/BRZfNxIcuv,0,102,16,trying push narrative going damage monarchy,43,6
2973,damage,くるくる椅子,Swimming In Love[EXT 6.95] Sense of the Scamper[MAS 7.15] SIX DIMENSION[ADV 7.30] Excavation Damage[MAS 7.55],0,109,15,swimming love ext sense scamper ma six dimension adv excavation damage ma,73,12
2974,damage,Clown World,There is NO COMPASSION in forcing parents to inject toxins into babies. NJ has a huge # of k…,0,93,19,compassion forcing parent inject toxin baby huge,48,7
2975,damage,BREAKTHROUGH HydroMolecularMed,"50 shades of madness! This is how moronic and perverted the pro-vaccine rhetoric has become. Go to war against people, f…",0,121,21,shade madness moronic perverted pro vaccine rhetoric become war people,70,10
2976,damage,"Hyderabad, India","Idk if it'll backfire (all the damage that was going to happen has happened *to her*. Donation refunds,… https://t.co/FCAhM25BpM",0,128,19,idk backfire damage going happen happened donation refund,57,8
2977,damage,"Köln, Deutschland","While this regime exists, there will be nothing but misery and death. If the IRGC are not shooting at the people, floods…",0,121,22,regime exists nothing misery death irgc not shooting people flood,65,10
2978,damage,Perth W.A.,Morrison has failed Australia. The world has n… https://t.co/6cauPYwb2A,0,71,9,morrison failed australia world,31,4
2979,damage,Republic of Serbia,"The #GreenDeal is not just another #EU project, it is THE new defining mission and failure to deliver would damage its le…",0,122,22,greendeal not another project new defining mission failure deliver would damage,79,11
2980,damage,Kenya,"Its shouldn't have taken you this long to fire . The damage caused may not be reversed soon. Alafu, di… https://t.co/tc8s5QrQue",0,127,21,not taken long fire damage caused may not reversed soon alafu,61,11
2981,damage,,the damage is done.. https://t.co/PpMyjZ9yZa,0,44,5,damage done,11,2
2982,damage,Huntsville  Alabama,STORM DAMAGE: A Madison family is looking forward to rebuilding after a tree at least 100 feet tall ripped their home apart.​ htt…,1,130,23,storm damage madison family looking forward rebuilding tree least foot tall ripped home apart htt,97,15
2983,damage,,Ashfall can do damage to electronic equipment. Damaged electronic equipment can start a fire. I hope this helps. https://t.c…,0,125,19,ashfall damage electronic equipment damaged electronic equipment start fire hope help,85,11
2984,damage,"Mysore, India","Dear Sir, If the Nation is so indebted to the Veterans, why has your Govt degraded and damaged them? Please do not reso…",0,120,23,dear sir nation indebted veteran govt degraded damaged please not reso,70,11
2985,damage,Dubai UAE,"""The law does not specifically make any reference to rains caused by cloud seeding/ induced rain. For an insured, t… https://t.co/Sg6pgJM7hP",0,140,21,law not specifically make reference rain caused cloud seeding induced rain insured,82,12
2986,damage,England,Then you'd get a bag of broken crisps all sitting in the bottom of the bag. The air is… https://t.co/cmQv2PnfIq,0,111,20,would get bag broken crisp sitting bottom bag air,49,9
2987,damage,,and it be over the smallest shit. yall don’t ever wanna sit down and talk to somebody until after the damage is done. it…,0,121,24,smallest shit yall ever wanna sit talk somebody damage done,59,10
2988,damage,"London, England, UK",Iran attack appears to have been one of the worst-kept secrets in modern warfare. US military had hours to move planes and t…,0,125,23,iran attack appears one worst kept secret modern warfare military hour move plane,81,13
2989,damage,Perthshire,Perhaps you're right. Have read some hair raising articles… https://t.co/9NFr33qjvs,0,83,10,perhaps right read hair raising article,39,6
2990,damage,"KM. 3, McArthur Highway, Matina, Davao City",Make work more efficient and productive with JAB Hydraulic Breakers! The JB Series breaker features nitrogen gas-as… https://t.co/v7IsAPq0DL,0,140,18,make work efficient productive jab hydraulic breaker series breaker feature nitrogen gas,88,12
2991,damage,"Eugene,OR. USA","Just one intelligent Warrior can cause a tsunami of significant political, socio-economic damage to the WS structure Disc…",0,122,18,one intelligent warrior cause tsunami significant political socio economic damage structure disc,96,12
2992,damage,Mars if Trump is elected in 20,"Yes , American embassies are at far far greater risk now plus Trump got 176 innocent people killed… https://t.co/YNpIVIkl4U",1,123,19,yes american embassy far far greater risk plus trump got innocent people killed,79,13
2993,damage,"East Anglia, England, Europe.",Far from it. My dad was a semi-skilled worker; and I have a very low personal incom… https://t.co/eLNiaQIMBP,0,108,18,far dad semi skilled worker low personal incom,46,8
2994,damage,📩 : (marshmallow-qa.com/kamo_pasta),"man, I wish my hecaton can get into that level of damage and tank I can make him tank… https://t.co/7vZvsv3ekH",0,110,20,man wish hecaton get level damage tank make tank,48,9
2995,danger,,https://t.co/31zpQgiv0P Can someone with a bit of reach retweet? Toowoomba Koala habitat in danger of clearing &amp; development.…,0,130,18,someone bit reach retweet toowoomba koala habitat danger clearing development,77,10
2996,danger,Los Angeles,"#READ HIDDEN DANGER 📌 https://t.co/rLj1WYqcZT ""When the house goes BOOM! The dead will speak. Listen carefully to fin…",0,118,18,read hidden danger house go boom dead speak listen carefully fin,64,11
2997,danger,Gotham City,So... father of father of baby is coming over to discuss parenting techniques. ARE YOU KIDDING ME? people have completely los…,0,126,21,father father baby coming discus parenting technique kidding people completely los,82,11
2998,danger,,🌋Volcano erupts in the #Philippines #TaalEruption2020🌋 Alert-level 4 raised over Taal Volcano. (5 highest) Estimated 450…,1,121,16,volcano erupts philippine taaleruption alert level raised taal volcano highest estimated,88,11
2999,danger,U,"I have tremendous respect for , but we need to be very clear about the danger this poses to our democrac…",0,105,21,tremendous respect need clear danger pose democrac,50,7
3000,danger,The edge of reality,"Freedom of expression is a human right. The school can enforce their policies on conduct, Instagram can assert thei… https://t.co/QPC6QyhhmR",0,140,20,freedom expression human right school enforce policy conduct instagram assert thei,82,11
3001,danger,भारत 🇮🇳,The danger is sitting on the back and yet they are not giving up fighting among themselves. The same situation prevails w…,0,122,22,danger sitting back yet not giving fighting among situation prevails,68,10
3002,danger,"Bengaluru, India",Make sure you Vote for #AsimRiaz in this poll too along with Voot and MyJio app. 👇👇👇👇 https://t.co/IFpF7K75WH,0,109,18,make sure vote asimriaz poll along voot myjio app,49,9
3003,danger,,"With William Barr, Opus Dei comes to Washington. The danger is clear. Will we heed the message? ""Last October, Attorney Gener…",0,126,21,william barr opus dei come washington danger clear heed message last october attorney gener,91,14
3004,danger,Slovenija,They actually claimed Sussex Royal put people in danger when it's their tradition... https://t.co/EroUDkPN7w,0,108,14,actually claimed sussex royal put people danger tradition,57,8
3005,danger,"seabed, eating mojos","According to , 459300 people live w/in 14km of Taal, and almost 1M live w/in the 17km danger zone. Cont…",0,104,20,according people live taal almost live danger zone cont,55,9
3006,danger,,Just run from danger https://t.co/DnuNcd0dL0,0,44,5,run danger,10,2
3007,danger,"Adelaide, SA, Australia",Danger of a Twitter pile-on: The ‘cancelling’ of #WilsonGavin https://t.co/BeL1roVhJY via,0,89,11,danger twitter pile cancelling wilsongavin via,46,6
3008,danger,South Africa,Transfer: Man United’s move for Bruno Fernandes in danger https://t.co/vHVunO4X6g https://t.co/ycV588Oqqj,0,105,11,transfer man united move bruno fernandes danger,47,7
3009,danger,,"It DOES matter. The reasons why Americans serving in uniform are put in danger DO matter. Claims of ""imminent"" threats a…",0,121,21,matter reason american serving uniform put danger matter claim imminent threat,78,11
3010,danger,"England, United Kingdom",Its not only the animals who ate in danger of becoming extinct Please share the hell out of this message… https://t.co/9EpMIa1IVB,0,129,21,not animal ate danger becoming extinct please share hell message,64,10
3011,danger,"Hawaii, USA","sounds emotionally unavailable which is on brand for Aquarius. It's not about the ideals, it's about fear of getting hu…",0,120,20,sound emotionally unavailable brand aquarius not ideal fear getting,67,9
3012,danger,,vminkook a/b/o au // jungkook is a disabled alpha who's got debilitating ruts. he goes so feral during them that he's a dange…,0,126,23,vminkook jungkook disabled alpha got debilitating rut go feral dange,68,10
3013,danger,,The rise continues. The current #LFC team now number 4 on the all time list of . Have increased 34 points and 4 pla…,0,116,24,rise continues current lfc team number time list increased point pla,68,11
3014,danger,"Texas, USA. Fort Worth. ","Gavin Newsome is clearly a danger to CA. Insanely, he wants to pay renters to be on the streets, to house the homeless!!…",0,121,23,gavin newsome clearly danger insanely want pay renter street house homeless,75,11
3015,danger,United Kingdom,"Irony: while Labour is being warned off the danger of the Jewish 'fringe' (usually decried as laughable, incompetent,…",0,118,18,irony labour warned danger jewish fringe usually decried laughable incompetent,78,10
3016,danger,Cyprus,"This isn’t an episode about a poor neighborhood, they’re in a ghetto. These people cannot leave, they’ve been interred. DS…",0,123,20,episode poor neighborhood ghetto people cannot leave interred,61,8
3017,danger,"Stellenbosch, South Africa","In light of NikkieTutorials’ story and people I know, let me repeat this: If you out someone, you’re the vilest piece of…",0,121,22,light nikkietutorials story people know let repeat someone vilest piece,71,10
3018,danger,"DELHI, KASHMIR",JKP cop Devinder Singh's sordid saga vindicate me in hindsight even as I put my life on the line. Remember I've con… https://t.co/rZF803UDPe,0,140,23,jkp cop devinder singh sordid saga vindicate hindsight even put life line remember con,86,14
3019,danger,"New York, USA",Really hope Florence Pugh is not Yelena Belova only once. Yelena is in same green vest Natasha wears in Infinity War w…,0,119,22,really hope florence pugh not yelena belova yelena green vest natasha wear infinity war,87,14
3020,danger,"London, England",I’m going to suggest he’s someone who can actually fight. And so see’s what’s kicking off around him f… https://t.co/hMBpu2LVSu,0,127,20,going suggest someone actually fight see kicking around,55,8
3021,danger,"Auld Reekie, Scotland",Police do a fantastic dance role.....they dance towards danger whereas those slating them dance witho… https://t.co/U0RPjZRtSy,0,126,16,police fantastic dance role dance towards danger whereas slating dance witho,76,11
3022,danger,"West Yorkshire,U.K",I think they’re in danger of destroying the whole fut game mode.,0,64,12,think danger destroying whole fut game mode,43,7
3023,danger,USA 🇺🇸,#NowPlaying Danger Princess by Clarion / on Deepstuff radio 1xtra listen now at https://t.co/TLL1oT8IAx #dremtgi #dremstuff,0,123,16,nowplaying danger princess clarion deepstuff radio xtra listen dremtgi dremstuff,80,10
3024,danger,,"""Here for the bantz"" - moronic twat who probably follows that didn't happen account. ""Just a nice guy"" - fragile ego. Narci…",0,124,22,bantz moronic twat probably follows not happen account nice guy fragile ego narci,81,13
3025,danger,Pakistan,"Sir these are the very serious problems, We have no Public Transport on there major two routes on Canal road and P… https://t.co/L9kiOZ5MH8",1,139,23,sir serious problem public transport major two route canal road,63,10
3026,danger,Funkytown,"I understand that people are frustrated by road closures. But just because the flames are gone, doesn't mean the dang…",0,118,20,understand people frustrated road closure flame gone not mean dang,66,10
3027,danger,,"""president"" Trump is: A clear and present danger to these United States of America An… https://t.co/sBc9xU6JXT",0,110,16,president trump clear present danger united state america,57,8
3028,danger,"Puglia, Italia",the cameraman being a panic gay the moment taehyung stared at his camera is already have 4m views https://t.co/ZOafcphPcP,0,121,19,cameraman panic gay moment taehyung stared camera already view,62,9
3029,danger,,Anybody who is not going in your direction does not deserve your association. Friendship is not by force but by choice.…,0,120,21,anybody not going direction not deserve association friendship not force choice,79,11
3030,danger,"Wilmington, DE",It comes as no surprise that Bernie Sanders would defend a failed socialist leader in South America. Last year it was…,0,118,21,come surprise bernie sander would defend failed socialist leader south america last year,88,13
3031,danger,,France summit: Sahel crisis in danger of slipping out of control - https://t.co/NrT46RzbZb https://t.co/IpZPevjdNF https://t.co/O5ALIuIsuv,0,138,15,france summit sahel crisis danger slipping control,50,7
3032,danger,drew followed | 13.06.2014,"i KNOW everything you said, that's why i spread it and that's why later i got scared. IF this is true he was trying… https://t.co/qaHkifk8SI",0,140,25,know everything said spread later got scared true trying,56,9
3033,danger,,Top Gun Danger Zone Full HD 1080p mp4 QD World https://t.co/3f6JhgXfD6 via,0,74,12,top gun danger zone full world via,34,7
3034,danger,,The danger mission is in progress The first step is to feed these animals and to keep them alive . And then to try to…,0,118,25,danger mission progress first step feed animal keep alive try,61,10
3035,danger,"Northern Ireland, United Kingd",See where it says dont lean over the edge.. can you lean over it and let us know what the danger is 😂😂😂,0,103,23,see say dont lean edge lean let know danger,43,9
3036,danger,India,"The nation is engrossed with the anti-CAA, anti-NPR protests. Both present a clear and present danger. The sliding ec…",0,118,19,nation engrossed anti caa anti npr protest present clear present danger sliding,79,12
3037,danger,,"The moment a hindu woman writes ""Jai Bhavani, Jai Shivaji"" on her timeline, the world will come tumbling down for you &amp;…",0,124,22,moment hindu woman writes jai bhavani jai shivaji timeline world come tumbling,78,12
3038,danger,,maintenant danger,0,17,2,maintenant danger,17,2
3039,danger,Canberra,"Can anyone believe the cheek of calling a bushfires inquiry?! For g sake, the recommendations of the…",0,101,17,anyone believe cheek calling bushfires inquiry sake recommendation,66,8
3040,danger,NEW YORK,"German news magazine rips Trump, calling him 'unfit' and 'a danger to the world' https://t.co/RnlrNjvxcY",0,104,15,german news magazine rip trump calling unfit danger world,57,9
3041,danger,"Los Angeles, CA",#MoscowMitch Is Clearly A Present Danger to US Constitution.,0,60,9,moscowmitch clearly present danger constitution,47,5
3042,danger,भारत,Mamata arrested a girl for posting a post on FB Shivsena workers saved head of a man for commenting on Uddhav Thackera…,0,119,22,mamata arrested girl posting post shivsena worker saved head man commenting uddhav thackera,91,13
3043,danger,,"ISMPalestine ""RT SyksyRasanen: 16 years ago, Tom Hurndall died of his wounds. Tom had been sniper shot in the head by…",1,118,21,ismpalestine syksyrasanen year ago tom hurndall died wound tom sniper shot head,79,12
3044,danger,,Appeasement of dictators can lead to the human tragedy. The last example was World War II. Trudeau was… https://t.co/Bb3uzuUuBN,0,127,19,appeasement dictator lead human tragedy last example world war trudeau,70,10
